Package,Test Type,Samples,Source Facility,Hub,Final Destination,Region,Picked By,Event Source,Event Destination,Event Date,Event By,Event Status,Date Picked From Facilty,Date Delivered,Date Received At Final Destination
L2403055355,VL DBS,1,Bunjako H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055354,VL DBS,1,Ggolo H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055352,VL DBS,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,16/11/2024 05:11
L2403055353,EID HIV,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,\N
L2403055351,VL DBS,1,Nabyewanga H/C II,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055350,VL DBS,2,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055349,EID HIV,1,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:02,16/11/2024 20:59,\N
L2403055348,VL DBS,1,Kituntu H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:08,16/11/2024 05:11
L2403055346,EID HIV,11,Nkozi Hospital ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:09,\N
L2403055361,EID HIV,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,\N
L2403055360,VL DBS,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,16/11/2024 05:11
L2403055359,VL DBS,1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:09,16/11/2024 04:11
L2403055357,EID HIV,7,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403055358,Sickle Cell (SCD),1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403098664,VL DBS,1,Nswanjere H/C III (St Joseph),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:05,sadat semanda,Received,13/11/2024 13:38,16/11/2024 20:59,16/11/2024 05:11
2212414504,VL PLASMA,1,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:05,sadat semanda,Received,12/11/2024 14:16,15/11/2024 20:21,15/11/2024 22:11
2212414503,EID HIV,3,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 07:58,16/11/2024 20:59,\N
L2403055356,VL DBS,1,Buyiga H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055355,VL DBS,1,Bunjako H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055354,VL DBS,1,Ggolo H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055352,VL DBS,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,16/11/2024 05:11
L2403055353,EID HIV,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,\N
L2403055351,VL DBS,1,Nabyewanga H/C II,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055350,VL DBS,2,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055349,EID HIV,1,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:02,16/11/2024 20:59,\N
L2403055348,VL DBS,1,Kituntu H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:08,16/11/2024 05:11
L2403055346,EID HIV,11,Nkozi Hospital ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:09,\N
L2403055361,EID HIV,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,\N
L2403055360,VL DBS,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,16/11/2024 05:11
L2403055359,VL DBS,1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:09,16/11/2024 04:11
L2403055357,EID HIV,7,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403055358,Sickle Cell (SCD),1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:05,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403098664,VL DBS,1,Nswanjere H/C III (St Joseph),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:05,sadat semanda,Received,13/11/2024 13:38,16/11/2024 20:59,16/11/2024 05:11
L2403098658,EID HIV,2,Kkonge H/C II,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:05,sadat semanda,Received,13/11/2024 16:25,16/11/2024 20:59,\N
L2403098659,VL DBS,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:07,sadat semanda,Picked,15/11/2024 08:07,15/11/2024 20:23,16/11/2024 05:11
L2403098670,EQA - Responses,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Watoto HC III,UNHLS,15/11/2024 08:08,sadat semanda,Picked,15/11/2024 08:08,\N,\N
L2403098669,Hep B,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Watoto HC III,UNHLS,15/11/2024 08:09,sadat semanda,Picked,15/11/2024 08:09,15/11/2024 20:23,\N
2212414504,VL PLASMA,1,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:09,sadat semanda,Received,12/11/2024 14:16,15/11/2024 20:21,15/11/2024 22:11
2212414503,EID HIV,3,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 07:58,16/11/2024 20:59,\N
L2403055356,VL DBS,1,Buyiga H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055355,VL DBS,1,Bunjako H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055354,VL DBS,1,Ggolo H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055352,VL DBS,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,16/11/2024 05:11
L2403055353,EID HIV,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,\N
L2403055351,VL DBS,1,Nabyewanga H/C II,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055350,VL DBS,2,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055349,EID HIV,1,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:02,16/11/2024 20:59,\N
L2403055348,VL DBS,1,Kituntu H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:08,16/11/2024 05:11
L2403055346,EID HIV,11,Nkozi Hospital ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:09,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:09,\N
L2403055361,EID HIV,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,\N
L2403055360,VL DBS,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,16/11/2024 05:11
L2403055359,VL DBS,1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:09,16/11/2024 04:11
L2403055357,EID HIV,7,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403055358,Sickle Cell (SCD),1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403098664,VL DBS,1,Nswanjere H/C III (St Joseph),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 13:38,16/11/2024 20:59,16/11/2024 05:11
L2403098658,EID HIV,2,Kkonge H/C II,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 16:25,16/11/2024 20:59,\N
L2403098659,VL DBS,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:07,15/11/2024 20:23,16/11/2024 05:11
L2403098670,EQA - Responses,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:08,\N,\N
L2403098669,Hep B,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:09,15/11/2024 20:23,\N
L2403098671,EID HIV,3,St Monica H/C III (Katende),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 13:36,16/11/2024 20:59,\N
2212414504,VL PLASMA,1,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,12/11/2024 14:16,15/11/2024 20:21,15/11/2024 22:11
2212414503,EID HIV,3,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 07:58,16/11/2024 20:59,\N
L2403055356,VL DBS,1,Buyiga H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055355,VL DBS,1,Bunjako H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055354,VL DBS,1,Ggolo H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055352,VL DBS,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,16/11/2024 05:11
L2403055353,EID HIV,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,\N
L2403055351,VL DBS,1,Nabyewanga H/C II,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055350,VL DBS,2,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055349,EID HIV,1,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:02,16/11/2024 20:59,\N
L2403055348,VL DBS,1,Kituntu H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:08,16/11/2024 05:11
L2403055346,EID HIV,11,Nkozi Hospital ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:09,\N
L2403055361,EID HIV,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,\N
L2403055360,VL DBS,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,16/11/2024 05:11
L2403055359,VL DBS,1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:09,16/11/2024 04:11
L2403055357,EID HIV,7,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403055358,Sickle Cell (SCD),1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403098664,VL DBS,1,Nswanjere H/C III (St Joseph),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 13:38,16/11/2024 20:59,16/11/2024 05:11
L2403098658,EID HIV,2,Kkonge H/C II,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 16:25,16/11/2024 20:59,\N
L2403098659,VL DBS,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:07,15/11/2024 20:23,16/11/2024 05:11
L2403098670,EQA - Responses,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:08,\N,\N
L2403098669,Hep B,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:10,sadat semanda,Received,15/11/2024 08:09,15/11/2024 20:23,\N
L2403098671,EID HIV,3,St Monica H/C III (Katende),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 13:36,16/11/2024 20:59,\N
L2403098675,VL DBS,1,Kyali H/C III,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:10,sadat semanda,Received,13/11/2024 13:36,16/11/2024 20:59,16/11/2024 05:11
L2403098666,VL DBS,1,Bujuuko H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Bujuuko H/C III,UNHLS,15/11/2024 08:10,sadat semanda,Picked,15/11/2024 08:10,15/11/2024 20:23,16/11/2024 05:11
2212414504,VL PLASMA,1,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:11,sadat semanda,Received,12/11/2024 14:16,15/11/2024 20:21,15/11/2024 22:11
2212414503,EID HIV,3,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 07:58,16/11/2024 20:59,\N
L2403055356,VL DBS,1,Buyiga H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055355,VL DBS,1,Bunjako H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055354,VL DBS,1,Ggolo H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
L2403055352,VL DBS,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,16/11/2024 05:11
L2403055353,EID HIV,1,Donna Carnevale Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:00,16/11/2024 20:59,\N
L2403055351,VL DBS,1,Nabyewanga H/C II,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055350,VL DBS,2,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:01,16/11/2024 20:59,\N
L2403055349,EID HIV,1,Nindye H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:02,16/11/2024 20:59,\N
L2403055348,VL DBS,1,Kituntu H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:08,16/11/2024 05:11
L2403055346,EID HIV,11,Nkozi Hospital ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:02,15/11/2024 20:09,\N
L2403055361,EID HIV,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,\N
L2403055360,VL DBS,1,Mitala Maria H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:03,15/11/2024 20:09,16/11/2024 05:11
L2403055359,VL DBS,1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:09,16/11/2024 04:11
L2403055357,EID HIV,7,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403055358,Sickle Cell (SCD),1,Buwama H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:04,15/11/2024 20:22,\N
L2403098664,VL DBS,1,Nswanjere H/C III (St Joseph),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:11,sadat semanda,Received,13/11/2024 13:38,16/11/2024 20:59,16/11/2024 05:11
L2403098658,EID HIV,2,Kkonge H/C II,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:11,sadat semanda,Received,13/11/2024 16:25,16/11/2024 20:59,\N
L2403098659,VL DBS,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:07,15/11/2024 20:23,16/11/2024 05:11
L2403098670,EQA - Responses,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:08,\N,\N
L2403098669,Hep B,1,Watoto HC III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:09,15/11/2024 20:23,\N
L2403098671,EID HIV,3,St Monica H/C III (Katende),Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:11,sadat semanda,Received,13/11/2024 13:36,16/11/2024 20:59,\N
L2403098675,VL DBS,1,Kyali H/C III,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:11,sadat semanda,Received,13/11/2024 13:36,16/11/2024 20:59,16/11/2024 05:11
L2403098666,VL DBS,1,Bujuuko H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 08:10,15/11/2024 20:23,16/11/2024 05:11
2212414504,VL PLASMA,1,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,Lwanga Muhamood,Mpigi H/C IV ,Mpigi H/C IV ,15/11/2024 08:11,sadat semanda,Received,12/11/2024 14:16,15/11/2024 20:21,15/11/2024 22:11
2212414503,EID HIV,3,Double Cure Medical Centre,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 07:58,16/11/2024 20:59,\N
L2403055356,VL DBS,1,Buyiga H/C III,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,15/11/2024 08:11,sadat semanda,Received,15/11/2024 07:59,16/11/2024 20:59,16/11/2024 05:11
